ShapedRewardPerEpisode,ShapedRewardCumulative,Pysc2RewardPerEpisode,Pysc2RewardCumulative,MeanLossPerEpisode,Epsilon,MergeDummy
208.15276841819286,208.15276841819286,22,22,0.0,0.0,0
208.227071672678,416.37984009087086,22,44,0.0,0.0,0
186.97274558246136,603.3525856733322,20,64,8.079895827729823,0.0,0
218.98193481564522,822.3345204889774,23,87,31.352031707763672,0.0,0
187.13062547147274,1009.4651459604502,20,107,25.625856399536133,0.0,0
197.58554896712303,1207.0506949275732,21,128,37.90970230102539,0.0,0
217.85022146999836,1424.9009163975716,23,151,29.567602157592773,0.0,0
218.07204607129097,1642.9729624688625,23,174,28.93356704711914,0.0,0
197.24492248892784,1840.2178849577904,21,195,28.33278465270996,0.0,0
198.19531555473804,2038.4132005125284,21,216,28.1646785736084,0.0,0
197.45048587024212,2235.8636863827705,21,237,47.94038009643555,0.0,0
187.42625084519386,2423.2899372279644,20,257,35.21367263793945,0.0,0
187.21105821430683,2610.5009954422712,20,277,34.951332092285156,0.0,0
229.67691980302334,2840.1779152452946,24,301,35.11623764038086,0.0,0
208.75739566981792,3048.9353109151125,22,323,36.414676666259766,0.0,0
176.08887538313866,3225.024186298251,19,342,55.511314392089844,0.0,0
197.83022344112396,3422.854409739375,21,363,45.483089447021484,0.0,0
176.92347685992718,3599.7778865993023,19,382,42.177589416503906,0.0,0
218.32677355408669,3818.104660153389,23,405,44.62056350708008,0.0,0
177.41081246733665,3995.5154726207256,19,424,46.681785583496094,0.0,0
207.94217613339424,4203.45764875412,22,446,63.06455612182617,0.0,0
197.7150740623474,4401.172722816467,21,467,61.57696533203125,0.0,0
208.3781368136406,4609.550859630108,22,489,51.73230743408203,0.0,0
186.0769965350628,4795.627856165171,20,509,53.98153305053711,0.0,0
196.93115043640137,4992.559006601572,21,530,69.10015106201172,0.0,0
208.11806501448154,5200.677071616054,22,552,97.87847137451172,0.0,0
186.47624570131302,5387.153317317367,20,572,89.65750885009766,0.0,0
197.74214830994606,5584.895465627313,21,593,65.24420928955078,0.0,0
208.6572269499302,5793.552692577243,22,615,76.5147476196289,0.0,0
207.32731805741787,6000.880010634661,22,637,72.60237121582031,0.0,0
197.60514269769192,6198.485153332353,21,658,107.56011962890625,0.0,0
198.19101455807686,6396.6761678904295,21,679,93.67605590820312,0.0,0
208.34991849958897,6605.0260863900185,22,701,98.0580825805664,0.0,0
197.3241613060236,6802.350247696042,21,722,95.11580657958984,0.0,0
196.58082373440266,6998.931071430445,21,743,84.10987854003906,0.0,0
208.0964713394642,7207.027542769909,22,765,186.49839782714844,0.0,0
208.60697755217552,7415.634520322084,22,787,142.8385467529297,0.0,0
186.36021469533443,7601.994735017419,20,807,132.05946350097656,0.0,0
186.69640551507473,7788.691140532494,20,827,106.57284545898438,0.0,0
208.29621194303036,7996.987352475524,22,849,136.15994262695312,0.0,0
185.96329429745674,8182.950646772981,20,869,325.9716491699219,0.0,0
218.6003551930189,8401.551001966,23,892,233.04470825195312,0.0,0
197.2659092694521,8598.816911235452,21,913,177.01486206054688,0.0,0
197.87804380059242,8796.694955036044,21,934,219.7005157470703,0.0,0
197.2816932350397,8993.976648271084,21,955,221.47471618652344,0.0,0
165.55966979265213,9159.536318063736,18,973,416.9704895019531,0.0,0
164.9689311236143,9324.50524918735,18,991,282.0955505371094,0.0,0
197.4696755260229,9521.974924713373,21,1012,263.8861999511719,0.0,0
228.4800176769495,9750.454942390323,24,1036,279.024169921875,0.0,0
208.27535270154476,9958.730295091867,22,1058,321.7245788574219,0.0,0
218.51203176379204,10177.24232685566,23,1081,559.7501831054688,0.0,0
218.37448477745056,10395.61681163311,23,1104,505.8377685546875,0.0,0
218.59127517044544,10614.208086803555,23,1127,437.7193603515625,0.0,0
228.07493959367275,10842.283026397228,24,1151,366.9642333984375,0.0,0
228.96805620193481,11071.251082599163,24,1175,371.0283508300781,0.0,0
175.77290797233582,11247.023990571499,19,1194,837.0299682617188,0.0,0
186.94931049644947,11433.973301067948,20,1214,672.186279296875,0.0,0
197.90462474524975,11631.877925813198,21,1235,734.5073852539062,0.0,0
208.01046258211136,11839.88838839531,22,1257,468.80517578125,0.0,0
197.02840845286846,12036.916796848178,21,1278,822.5103149414062,0.0,0
197.16861617565155,12234.08541302383,21,1299,1268.0345458984375,0.0,0
218.5616238117218,12452.647036835551,23,1322,1211.1114501953125,0.0,0
196.47904066741467,12649.126077502966,21,1343,683.3518676757812,0.0,0
186.80191352963448,12835.9279910326,20,1363,1036.894775390625,0.0,0
176.03009156882763,13011.958082601428,19,1382,822.4786376953125,0.0,0
186.8251665085554,13198.783249109983,20,1402,2126.811767578125,0.0,0
186.70017364621162,13385.483422756195,20,1422,1913.6221923828125,0.0,0
229.49833124876022,13614.981754004955,24,1446,1043.9669189453125,0.0,0
207.4069160670042,13822.38867007196,22,1468,1433.315185546875,0.0,0
207.64442259073257,14030.033092662692,22,1490,1255.139404296875,0.0,0
197.27058200538158,14227.303674668074,21,1511,3614.572509765625,0.0,0
177.28365769982338,14404.587332367897,19,1530,2800.18994140625,0.0,0
229.51134395599365,14634.09867632389,24,1554,2533.88037109375,0.0,0
207.38600601255894,14841.48468233645,22,1576,2264.726806640625,0.0,0
165.5305382758379,15007.015220612288,18,1594,2531.328857421875,0.0,0
208.51328401267529,15215.528504624963,22,1616,4627.7958984375,0.0,0
175.82990132272243,15391.358405947685,19,1635,2961.958251953125,0.0,0
176.68934240937233,15568.047748357058,19,1654,2650.91357421875,0.0,0
208.22477732598782,15776.272525683045,22,1676,2995.315185546875,0.0,0
197.4290937036276,15973.701619386673,21,1697,3032.972900390625,0.0,0
186.72485661506653,16160.42647600174,20,1717,7336.53076171875,0.0,0
218.78228947520256,16379.208765476942,23,1740,5203.8076171875,0.0,0
197.72425754368305,16576.933023020625,21,1761,4405.8359375,0.0,0
219.1064822524786,16796.039505273104,23,1784,2974.82373046875,0.0,0
187.0998444110155,16983.13934968412,20,1804,4052.365234375,0.0,0
187.18351730704308,17170.322866991162,20,1824,10891.2197265625,0.0,0
198.01489078998566,17368.337757781148,21,1845,8179.52880859375,0.0,0
197.2231151908636,17565.56087297201,21,1866,7445.41455078125,0.0,0
197.80950371921062,17763.370376691222,21,1887,9476.37109375,0.0,0
207.83941681683064,17971.209793508053,22,1909,7101.11328125,0.0,0
229.100233823061,18200.310027331114,24,1933,24096.51953125,0.0,0
176.50290568172932,18376.812933012843,19,1952,12346.109375,0.0,0
187.11866688728333,18563.931599900126,20,1972,12147.1669921875,0.0,0
228.57142789661884,18792.503027796745,24,1996,12103.50390625,0.0,0
208.17080175876617,19000.67382955551,22,2018,7485.52734375,0.0,0
197.43733856081963,19198.11116811633,21,2039,31308.216796875,0.0,0
197.99628219008446,19396.107450306416,21,2060,20697.0859375,0.0,0
187.71733467280865,19583.824784979224,20,2080,20750.9765625,0.0,0
218.53402258455753,19802.35880756378,23,2103,17543.787109375,0.0,0
208.5470550954342,20010.905862659216,22,2125,16054.17578125,0.0,0
207.99385386705399,20218.89971652627,22,2147,37940.36328125,0.0,0
197.5051386654377,20416.404855191708,21,2168,21617.841796875,0.0,0
208.00727212429047,20624.412127315998,22,2190,19656.181640625,0.0,0
186.58201871812344,20810.99414603412,20,2210,24055.791015625,0.0,0
186.9850307404995,20997.97917677462,20,2230,19869.640625,0.0,0
197.40663395822048,21195.38581073284,21,2251,57573.64453125,0.0,0
165.74542202055454,21361.131232753396,18,2269,37202.453125,0.0,0
186.4296252578497,21547.560858011246,20,2289,46286.984375,0.0,0
218.95587246119976,21766.516730472445,23,2312,40360.75,0.0,0
187.289381057024,21953.80611152947,20,2332,38448.53515625,0.0,0
208.4214723110199,22162.22758384049,22,2354,88599.5859375,0.0,0
197.19573618471622,22359.423320025206,21,2375,61032.83203125,0.0,0
186.73573046922684,22546.159050494432,20,2395,43503.40625,0.0,0
197.73620510101318,22743.895255595446,21,2416,43978.1875,0.0,0
208.53632044792175,22952.431576043367,22,2438,53457.7578125,0.0,0
218.63957804441452,23171.071154087782,23,2461,124815.6328125,0.0,0
