reward per epoch,cumulative reward,pseudo reward per epoch
0,2785.0,-250.1618999999992
0,2785.0,-484.0442999999989
0,2785.0,-430.51479999999776
1,2786.0,-375.0024999999985
0,2786.0,-523.0849999999975
0,2786.0,-682.8666000000019
0,2786.0,-490.93230000000125
0,2786.0,-756.6050999999973
0,2786.0,-707.3853999999951
0,2786.0,-606.5116999999979
0,2786.0,-304.4942000000008
0,2786.0,-561.0916000000014
1,2787.0,-539.815900000005
0,2787.0,-533.1378000000027
0,2787.0,-352.6286999999985
0,2787.0,-711.805399999997
0,2787.0,-545.6795000000028
0,2787.0,-337.988400000001
0,2787.0,-556.399700000001
0,2787.0,-435.3506
0,2787.0,-554.5519999999998
0,2787.0,-652.2517999999942
0,2787.0,-530.6460000000045
0,2787.0,-733.4317
0,2787.0,-444.12980000000437
0,2787.0,-292.88640000000066
0,2787.0,-725.8376999999986
0,2787.0,-336.4004999999969
0,2787.0,-255.51709999999989
0,2787.0,-543.6336000000025
0,2787.0,-596.8318000000014
0,2787.0,-414.6174000000026
0,2787.0,-698.6081000000011
0,2787.0,-457.13480000000345
0,2787.0,-473.51629999999864
0,2787.0,-514.1646999999963
0,2787.0,-514.4116000000013
0,2787.0,-524.7128999999968
0,2787.0,-543.2678999999982
0,2787.0,-567.7813999999998
0,2787.0,-504.86730000000097
0,2787.0,-399.0582000000014
0,2787.0,-590.0539999999978
0,2787.0,-779.6044000000068
0,2787.0,-541.0244999999979
0,2787.0,-539.1802999999989
0,2787.0,-582.6749000000008
0,2787.0,-732.2965999999974
0,2787.0,-533.7458999999978
0,2787.0,-602.0382000000008
0,2787.0,-279.0308000000012
0,2787.0,-292.0138999999998
0,2787.0,-425.2638000000005
0,2787.0,-526.1191000000026
0,2787.0,-566.8501000000049
0,2787.0,-279.17860000000184
0,2787.0,-490.8874000000009
0,2787.0,-500.22560000000044
0,2787.0,-669.0704999999954
0,2787.0,-411.47550000000155
0,2787.0,-378.14500000000044
0,2787.0,-468.66299999999745
0,2787.0,-454.27069999999725
0,2787.0,-541.318799999998
1,2788.0,-385.40970000000317
0,2788.0,-277.36030000000096
0,2788.0,-646.7514
1,2789.0,-428.8058000000015
0,2789.0,-437.9659000000001
0,2789.0,-307.62339999999926
0,2789.0,-524.338199999998
0,2789.0,-556.9226000000008
0,2789.0,-533.7867000000049
0,2789.0,-527.0690999999982
0,2789.0,-489.44719999999705
0,2789.0,-280.37509999999884
0,2789.0,-473.415999999999
0,2789.0,-489.1051000000001
0,2789.0,-572.2423000000003
0,2789.0,-462.03120000000206
0,2789.0,-643.4577999999995
0,2789.0,-592.8589000000029
0,2789.0,-728.8047000000012
0,2789.0,-391.47020000000043
0,2789.0,-621.2510000000063
0,2789.0,-390.58239999999915
0,2789.0,-547.1452999999987
0,2789.0,-407.0616999999969
1,2790.0,-513.6522000000009
0,2790.0,-569.0345999999978
0,2790.0,-330.95149999999904
0,2790.0,-580.1776000000009
0,2790.0,-449.44879999999864
0,2790.0,-336.19580000000053
0,2790.0,-452.0667000000015
0,2790.0,-880.0443999999937
0,2790.0,-573.7414000000023
0,2790.0,-527.6866999999985
0,2790.0,-458.50670000000065
0,2790.0,-432.2496000000003
0,2790.0,-666.9903000000029
0,2790.0,-403.60519999999735
0,2790.0,-477.91290000000475
0,2790.0,-583.2343000000006
1,2791.0,-326.3444999999997
0,2791.0,-496.4889000000014
1,2792.0,-369.3194000000008
0,2792.0,-749.3984000000065
0,2792.0,-515.6398999999974
0,2792.0,-436.6578000000007
0,2792.0,-369.6528000000015
0,2792.0,-496.6424000000006
0,2792.0,-514.5027999999986
0,2792.0,-918.0424000000095
0,2792.0,-439.9026999999969
0,2792.0,-343.49619999999817
0,2792.0,-457.2439000000027
0,2792.0,-396.4398000000005
0,2792.0,-416.45490000000115
0,2792.0,-423.74110000000024
0,2792.0,-582.1001000000024
0,2792.0,-529.9815000000006
1,2793.0,-378.5960000000006
1,2794.0,-458.5622000000006
0,2794.0,-560.3171999999995
0,2794.0,-308.3202000000001
0,2794.0,-373.5098999999948
2,2796.0,-455.05080000000265
0,2796.0,-637.0676000000027
0,2796.0,-406.8573000000028
0,2796.0,-390.6693999999972
0,2796.0,-426.1810000000011
0,2796.0,-517.0468000000042
0,2796.0,-847.7914999999978
0,2796.0,-767.5801999999981
0,2796.0,-739.2747000000059
0,2796.0,-465.9786999999992
0,2796.0,-593.5145999999967
1,2797.0,-332.2420999999972
0,2797.0,-405.76330000000075
0,2797.0,-769.0434000000005
0,2797.0,-635.3567999999983
0,2797.0,-327.2992000000023
0,2797.0,-437.27930000000276
0,2797.0,-513.1436999999954
0,2797.0,-666.1440999999994
0,2797.0,-556.5983000000023
